agency_name,url,agency_type,niche_focus,location,loaded_successfully,first_impression_score,visual_quality_score,positioning_clarity_score,offer_clarity_score,cta_clarity_score,proof_trust_score,case_study_quality_score,lead_capture_quality_score,mobile_conversion_score,speed_performance_notes,seo_notes,standout_ideas,weaknesses_to_avoid,screenshot_path,source,source_query,visible_hero_h1,primary_cta_candidates
FANTASTIC WEB DEV that can only be the work of black magic,https://heyblackmagic.com/,SEO agency,,Houston,true,6,8,6,6,8,4,3,6,7,2757ms DOMContentLoaded/render wait; HTTP 200; 8 images detected.,Title 68 chars; meta description 170 chars; H1 present.,CTA frames the next step as consultative rather than generic contact. Proof path is visible from the homepage. Hero headline is concise enough to scan.,Proof is not strongly quantified. Case-study or testimonial proof is hard to find. Contact path is weak.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=31,FANTASTIC WEB DEV that can only be the work of black magic,Work; Contact; fb facebook; TECH CONSULTING TECH CONSULTING; LET'S WORK TOGETHER
Simple. Beautiful. Impactful.,https://www.laurenfultondesign.com/,Branding agency,,,true,7,10,7,7,8,4,3,6,8,2264ms DOMContentLoaded/render wait; HTTP 200; 18 images detected.,Title 20 chars; meta description 0 chars; H1 present.,Proof path is visible from the homepage. Hero headline is concise enough to scan.,Proof is not strongly quantified. Case-study or testimonial proof is hard to find. Meta description is missing.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=31,Simple. Beautiful. Impactful.,Work; Contact; get started; WORK; CONTACT; GET STARTED; VIEW ALL WORK
MARKETING WITHOUT A PLAN ISN’T MARKETING. IT’S GUESSING.,https://findsomewinmore.com/,Web design agency,,Orlando,true,9,10,9,6,9,9,9,10,9,2043ms DOMContentLoaded/render wait; HTTP 200; 2 images detected.,Title 18 chars; meta description 51 chars; H1 present.,Proof path is visible from the homepage. Positioning narrows to a buyer or industry. Lead capture is embedded on-site.,Proof is not strongly quantified.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=31,MARKETING WITHOUT A PLAN ISN’T MARKETING. IT’S GUESSING.,Marketing Frameworks; OUR WORK; GET IN TOUCH; MARKETING FRAMEWORKS; OUR WORK; GET IN TOUCH; LET’S TALK; Marketing Frameworks; OUR WORK; GET IN TOUCH; Contact Us
01Association & B2B Brand Strategy That Creates Real Momentum,https://www.silvabrand.com/,Branding agency,B2B,Chicago,true,8,10,10,7,9,6,6,9,7,5216ms DOMContentLoaded/render wait; HTTP 200; 26 images detected.,Title 68 chars; meta description 155 chars; H1 present.,Quantified proof/result language appears early. Proof path is visible from the homepage. Lead capture is embedded on-site.,Case-study or testimonial proof is hard to find.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=31,01Association & B2B Brand Strategy That Creates Real Momentum,Work; Contact; Talk to Us; SEE ALL WORK >; New E-Book DOWNLOAD THE 2026 STATE OF ASSOCIATIONS REPORT; Facebook
Leap XD,https://leapxd.com/,SEO agency,,San Francisco,true,7,9,5,6,9,4,3,9,7,1577ms DOMContentLoaded/render wait; HTTP 200; 32 images detected.,Title 57 chars; meta description 124 chars; H1 missing.,Lead capture is embedded on-site.,Proof is not strongly quantified. Case-study or testimonial proof is hard to find. Hero headline is missing or hard to scan.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=31,,Signature Work; Contact; Facebook; Facebook
HOUSTON SEO COMPANY THAT DRIVES EXPLOSIVE BUSINESS GROWTH,https://www.regexseo.com/,Paid media agency,,Austin,true,10,10,10,10,9,10,9,10,7,2834ms DOMContentLoaded/render wait; HTTP 200; 108 images detected.,Title 62 chars; meta description 181 chars; H1 present.,Quantified proof/result language appears early. CTA frames the next step as consultative rather than generic contact. Proof path is visible from the homepage.,,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=31,HOUSTON SEO COMPANY THAT DRIVES EXPLOSIVE BUSINESS GROWTH,CONTACT US; LET'S GET STARTED!; GET PROPOSAL; GET PROPOSAL
Web Design Brisbane,https://www.kmo.com.au/,Web design agency,E-commerce,,true,10,10,10,10,9,10,9,9,9,4295ms DOMContentLoaded/render wait; HTTP 200; 22 images detected.,Title 43 chars; meta description 160 chars; H1 present.,Quantified proof/result language appears early. CTA frames the next step as consultative rather than generic contact. Proof path is visible from the homepage.,,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=31,Web Design Brisbane,"Contact; Contact; Book a Free Consult; Get a Quote Now; Get a Quote Now; E-commerce proven e-commerce solutions for those ready to get serious about selling online. Read More; Call 1300 965 232; Contact us; Contact us today; Online Booking A customised WordPress site to provide an online booking system for pet transport. View full portfolio; Built Using WordPress With animated graphics and clear call to actions, this site provides a lead generation platform that allows for ease of navigation. View full portfolio; Call 1300 965 232"
We’re your Creative partner.,https://www.noluc.jp/,Branding agency,,,true,6,10,7,5,6,4,3,5,5,2844ms DOMContentLoaded/render wait; HTTP 200; 134 images detected.,Title 21 chars; meta description 109 chars; H1 present.,Proof path is visible from the homepage. Hero headline is concise enough to scan.,Proof is not strongly quantified. Case-study or testimonial proof is hard to find.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=31,We’re your Creative partner.,WORKS; _Contact; WORKS; Contact
"FirmStudio is an award-winning web design Hong Kong and creative digital agency, specializing in UI/UX design, branding, and digital solutions for businesses.",https://www.firmstudio.com/,Branding agency,Roofing,,true,8,10,6,10,8,4,3,6,7,3293ms DOMContentLoaded/render wait; HTTP 200; 13 images detected.,Title 60 chars; meta description 159 chars; H1 present.,Proof path is visible from the homepage. Positioning narrows to a buyer or industry.,Proof is not strongly quantified. Case-study or testimonial proof is hard to find. Hero headline is missing or hard to scan.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=31,"FirmStudio is an award-winning web design Hong Kong and creative digital agency, specializing in UI/UX design, branding, and digital solutions for businesses.","Work; Contact; Work; Contact; Contact Us Location: 10/F, Kingsfield Centre, 18 Shell Street, North Point, Hong Kong Tel: +852 3188 6988 Fax: +852 3188 6986 info@firmstudio.com; New Business We're always excited by new projects. If you have a project in mind and would like to see how we can turn it into a reality, please feel free to contact us at: biz@firmstudio.com or send us a message here →; Contact Us Location:10/F, Kingsfield Centre, 18 Shell Street, North Point, Hong Kong Tel: +852 3188 6988Fax: +852 3188 6986info@firmstudio.com"
We Make Moments. Moments Make Momentum.,https://labelmaker.nyc/,Branding agency,,,true,6,10,7,5,5,5,3,4,4,1699ms DOMContentLoaded/render wait; HTTP 200; 5 images detected.,Title 11 chars; meta description 255 chars; H1 present.,Proof path is visible from the homepage. Hero headline is concise enough to scan.,Proof is not strongly quantified. Case-study or testimonial proof is hard to find.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=31,We Make Moments. Moments Make Momentum.,WORKS; Works; Contact
Soul+Wolf,https://soulandwolf.com.au/,Paid media agency,B2B,,true,9,10,8,7,9,10,8,10,8,3403ms DOMContentLoaded/render wait; HTTP 200; 61 images detected.,Title 61 chars; meta description 139 chars; H1 present.,Quantified proof/result language appears early. Proof path is visible from the homepage. Lead capture is embedded on-site.,,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=31,Soul+Wolf,Book a Call; Book a Call; Contact Us; Contact Us
Your dream app. software. product. website. vibe. app. Designed & Shipped,https://www.kaleo.design/,Web design agency,SaaS,,true,10,10,10,10,9,10,8,10,7,2348ms DOMContentLoaded/render wait; HTTP 200; 113 images detected.,Title 55 chars; meta description 143 chars; H1 present.,Quantified proof/result language appears early. CTA frames the next step as consultative rather than generic contact. Proof path is visible from the homepage.,,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=31,Your dream app. software. product. website. vibe. app. Designed & Shipped,Strategy & Consulting; Start a Project; Start a Project; Start a Project; Start a Project; Book a call; Start a Project; Start a Project; Facebook
"Creative, innovative marketing and brand entrepreneurs",https://tread.studio/,Branding agency,,,true,7,10,9,7,8,3,8,6,6,8202ms DOMContentLoaded/render wait; HTTP 200; 0 images detected.,Title 54 chars; meta description 156 chars; H1 present.,Proof path is visible from the homepage. Hero headline is concise enough to scan.,Proof is not strongly quantified. Contact path is weak.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=31,"Creative, innovative marketing and brand entrepreneurs",Work; Contact; Start a project; Start a project; Get in touch
"Nous concevons des expériences numériques, créatives et accessibles",https://ability.paris/,Branding agency,,,true,6,10,7,8,3,4,5,3,4,2329ms DOMContentLoaded/render wait; HTTP 200; 1 images detected.,Title 52 chars; meta description 122 chars; H1 present.,Quantified proof/result language appears early. Proof path is visible from the homepage. Hero headline is concise enough to scan.,Primary CTA appears soft or unclear. Contact path is weak.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=32,"Nous concevons des expériences numériques, créatives et accessibles",
An Auckland-based web design agency,https://forge.co.nz/,SEO agency,,,true,9,10,9,10,9,7,9,9,7,5525ms DOMContentLoaded/render wait; HTTP 200; 5 images detected.,Title 84 chars; meta description 150 chars; H1 present.,Quantified proof/result language appears early. Proof path is visible from the homepage. Lead capture is embedded on-site.,,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=31,An Auckland-based web design agency,Talk to us; View more work; GET A QUOTE; GET IN TOUCH; CONTACT US
Shrimpton Agency,https://www.shrimpton.agency/,Branding agency,E-commerce,,true,8,10,9,8,8,7,3,6,6,2877ms DOMContentLoaded/render wait; HTTP 200; 0 images detected.,Title 90 chars; meta description 123 chars; H1 present.,Proof path is visible from the homepage. Hero headline is concise enough to scan.,Proof is not strongly quantified. Case-study or testimonial proof is hard to find.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=32,Shrimpton Agency,Work; Contact; Facebook; SEE ALL WORK; SEE ALL WORK; Work; Start a Project; Contact
a Full-Service Marketing Partner for Law Firms,https://www.meanpug.com/,SEO agency,Legal,,true,6,9,7,5,7,4,5,8,8,1925ms DOMContentLoaded/render wait; HTTP 200; 126 images detected.,Title 70 chars; meta description 185 chars; H1 present.,CTA frames the next step as consultative rather than generic contact. Proof path is visible from the homepage. Positioning narrows to a buyer or industry.,Proof is not strongly quantified.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=32,a Full-Service Marketing Partner for Law Firms,Workers’ Compensation Law Firms; Contact a Pug; Get A Free Site Audit
clint,https://clint.work/,Branding agency,,,true,6,10,4,9,3,3,5,3,4,4267ms DOMContentLoaded/render wait; HTTP 200; 25 images detected.,Title 38 chars; meta description 113 chars; H1 missing.,Proof path is visible from the homepage.,Proof is not strongly quantified. Case-study or testimonial proof is hard to find. Contact path is weak.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=32,,WORK; hello@clint.work; hello@clint.work; jobs@clint.work; explore more of our work; hello@clint.work; jobs@clint.work; WORK
SYDNEY WEBSITE DESIGN + WEB DEVELOPMENT DIGITAL AGENCY,https://jimmyweb.net/,Web design agency,E-commerce,,true,8,10,9,10,5,4,7,4,8,2651ms DOMContentLoaded/render wait; HTTP 200; 14 images detected.,Title 50 chars; meta description 118 chars; H1 present.,Proof path is visible from the homepage. Positioning narrows to a buyer or industry. Hero headline is concise enough to scan.,Proof is not strongly quantified.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=32,SYDNEY WEBSITE DESIGN + WEB DEVELOPMENT DIGITAL AGENCY,OUR WORK; CONTACT
